,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,class
0,0.06056550145149231,0.16469809412956238,-0.027848273515701294,0.11718124151229858,-0.08121809363365173,0.023503363132476807,-0.09286531805992126,-0.0836588442325592,-0.0939110815525055,-0.16469809412956238,-0.05061402916908264,-0.06134086847305298,-0.05331793427467346,-0.1477978527545929,-0.038688331842422485,-0.06184008717536926,-0.03852000832557678,-0.03924000263214111,-0.003135591745376587,-0.06757253408432007,-0.002794235944747925,-0.14334139227867126,0.006900221109390259,-0.03627714514732361,-8.794665336608887e-05,-0.04053342342376709,0.04450872540473938,-0.06656409800052643,0.044652074575424194,-0.14053970575332642,0.045145183801651,-0.04065227508544922,0.041062384843826294,-0.03713911771774292,0.0939110815525055,-0.06303331255912781,0.0882464349269867,-0.1289517879486084,0.08150288462638855,-0.05986449122428894,0.07941189408302307,-0.044073402881622314,a
0,0.065522700548172,0.16676484793424606,-0.025000005960464478,0.11906769126653671,-0.07987192273139954,0.0247282013297081,-0.09359243512153625,-0.08443630486726761,-0.09612491726875305,-0.16676484793424606,-0.04930761456489563,-0.05634755641222,-0.05226173996925354,-0.14353234320878983,-0.03664490580558777,-0.05792059749364853,-0.038436561822891235,-0.03571701794862747,-0.001394718885421753,-0.06380284577608109,-0.00016984343528747559,-0.14156409353017807,0.010406345129013062,-0.034707702696323395,0.0018520057201385498,-0.03892464190721512,0.046196550130844116,-0.06317853182554245,0.049001842737197876,-0.13929451256990433,0.048768967390060425,-0.0400562658905983,0.04243442416191101,-0.03677213937044144,0.09612491726875305,-0.060069598257541656,0.09173813462257385,-0.12752116471529007,0.08477625250816345,-0.05840032547712326,0.08051666617393494,-0.040680982172489166,a
0,0.06751877069473267,0.16215376555919647,-0.02158409357070923,0.11421681940555573,-0.07398653030395508,0.021905288100242615,-0.0874066948890686,-0.08360777795314789,-0.09328234195709229,-0.16215376555919647,-0.047691166400909424,-0.05785664916038513,-0.04768776893615723,-0.14402379095554352,-0.03257626295089722,-0.06401659548282623,-0.03530997037887573,-0.044346049427986145,-0.001152336597442627,-0.06623734533786774,0.0031082630157470703,-0.1450389325618744,0.012055933475494385,-0.040134891867637634,0.00044649839401245117,-0.0430120974779129,0.045135676860809326,-0.06668813526630402,0.049446284770965576,-0.1441352814435959,0.050317466259002686,-0.045308008790016174,0.04347914457321167,-0.04158888757228851,0.09328234195709229,-0.06449231505393982,0.09064680337905884,-0.13283789157867432,0.08540266752243042,-0.06409786641597748,0.08167237043380737,-0.04774530231952667,a
0,0.07130897045135498,0.1628076136112213,-0.01803147792816162,0.11939135193824768,-0.0724480152130127,0.024851053953170776,-0.08827859163284302,-0.08233477175235748,-0.09612584114074707,-0.1628076136112213,-0.04794764518737793,-0.052307337522506714,-0.047377049922943115,-0.14200317859649658,-0.03206068277359009,-0.0584598183631897,-0.03535640239715576,-0.03822752833366394,7.30752944946289e-05,-0.06045167148113251,0.0043465495109558105,-0.14022785425186157,0.013691604137420654,-0.03563687205314636,0.001606285572052002,-0.042412444949150085,0.04781728982925415,-0.06055977940559387,0.05206018686294556,-0.13692696392536163,0.051743507385253906,-0.039400964975357056,0.04349017143249512,-0.03972771763801575,0.09612584114074707,-0.058409616351127625,0.09119319915771484,-0.1251046359539032,0.08581477403640747,-0.05506958067417145,0.0821029543876648,-0.041934236884117126,a
0,0.07227706909179688,0.15994074195623398,-0.017265021800994873,0.11992456763982773,-0.07538896799087524,0.028234682977199554,-0.09174889326095581,-0.07773479074239731,-0.09535861015319824,-0.15994074195623398,-0.049964189529418945,-0.05355434864759445,-0.05364423990249634,-0.14391718059778214,-0.03583550453186035,-0.061156414449214935,-0.03604692220687866,-0.03483060747385025,-0.001991450786590576,-0.062343187630176544,-0.0015352964401245117,-0.14320091158151627,0.010456740856170654,-0.039032988250255585,0.0019173026084899902,-0.038555122911930084,0.04601085186004639,-0.06317230314016342,0.047858357429504395,-0.14122747629880905,0.049706101417541504,-0.04368513077497482,0.04383653402328491,-0.03614594787359238,0.09535861015319824,-0.06207454949617386,0.08888435363769531,-0.1280892714858055,0.08347803354263306,-0.058937691152095795,0.07977509498596191,-0.040897466242313385,a
0,0.07390284538269043,0.1572970412671566,-0.01612865924835205,0.11753373965620995,-0.07351016998291016,0.026320066303014755,-0.08967524766921997,-0.07837957516312599,-0.09663063287734985,-0.1572970412671566,-0.04926943778991699,-0.05428822711110115,-0.05305790901184082,-0.143129114061594,-0.036371469497680664,-0.06216560676693916,-0.03740006685256958,-0.03839494660496712,-0.0013417601585388184,-0.06339291110634804,-0.0004476308822631836,-0.1428890861570835,0.01093679666519165,-0.03839162364602089,0.0009691715240478516,-0.0401637889444828,0.04690146446228027,-0.06521985307335854,0.048156797885894775,-0.1420515812933445,0.05002772808074951,-0.04480718448758125,0.043829381465911865,-0.040988776832818985,0.09663063287734985,-0.06520122662186623,0.08883410692214966,-0.13324319198727608,0.08365088701248169,-0.06409649923443794,0.0807296633720398,-0.048029664903879166,a
0,0.07734167575836182,0.1583334133028984,-0.014615416526794434,0.11897116154432297,-0.07776796817779541,0.02808862179517746,-0.09720680117607117,-0.07693500071763992,-0.09825801849365234,-0.1583334133028984,-0.04656141996383667,-0.05863482505083084,-0.05728688836097717,-0.14449995011091232,-0.041987478733062744,-0.061703987419605255,-0.03961491584777832,-0.03409240394830704,-0.0003352165222167969,-0.06834391504526138,-0.006403744220733643,-0.1454198881983757,0.005596041679382324,-0.04236174374818802,0.003032088279724121,-0.039411820471286774,0.04725247621536255,-0.0699344351887703,0.04295724630355835,-0.1452486291527748,0.04541122913360596,-0.047755785286426544,0.044998228549957275,-0.03677389770746231,0.09825801849365234,-0.06790459901094437,0.08758533000946045,-0.13264407962560654,0.0813477635383606,-0.06440717726945877,0.08157211542129517,-0.04271126538515091,a
0,0.07794210314750671,0.16038218140602112,-0.014266103506088257,0.1270751953125,-0.07614263892173767,0.033058226108551025,-0.09444740414619446,-0.07845103740692139,-0.0998600423336029,-0.16038218140602112,-0.05481180548667908,-0.056138187646865845,-0.0629289448261261,-0.1417398601770401,-0.045322030782699585,-0.05723348259925842,-0.043973714113235474,-0.03504687547683716,-0.005364418029785156,-0.06590834259986877,-0.010663598775863647,-0.1387648582458496,0.004918187856674194,-0.03473961353302002,0.00221174955368042,-0.03780663013458252,0.04497265815734863,-0.06671777367591858,0.039808452129364014,-0.13751360774040222,0.04278925061225891,-0.03888750076293945,0.04037708044052124,-0.034518927335739136,0.0998600423336029,-0.06498892605304718,0.08722928166389465,-0.12460288405418396,0.08208641409873962,-0.055928826332092285,0.08094808459281921,-0.039558470249176025,a
0,0.08409900963306427,0.16332430392503738,-0.012338772416114807,0.12334860116243362,-0.07530258595943451,0.028528906404972076,-0.09543345868587494,-0.07873863726854324,-0.10500036180019379,-0.16332430392503738,-0.04538305103778839,-0.056558988988399506,-0.05584688484668732,-0.14339827746152878,-0.0417618602514267,-0.058923207223415375,-0.03764890134334564,-0.029637061059474945,0.002351537346839905,-0.06517940014600754,-0.005357876420021057,-0.14362429827451706,0.006169959902763367,-0.04089292138814926,0.006365641951560974,-0.03496115654706955,0.051238492131233215,-0.06526429206132889,0.044966921210289,-0.144304059445858,0.04696859419345856,-0.04606964439153671,0.04837481677532196,-0.031347356736660004,0.10500036180019379,-0.06073077768087387,0.09127981960773468,-0.12603505700826645,0.08455242216587067,-0.056593529880046844,0.08546750247478485,-0.03353431075811386,a
0,0.08608930557966232,0.1613525077700615,-0.009281940758228302,0.12262069433927536,-0.07543433457612991,0.03087746351957321,-0.09983091801404953,-0.07675947993993759,-0.10561823099851608,-0.1613525077700615,-0.047238148748874664,-0.059779949486255646,-0.06353067606687546,-0.14447388797998428,-0.04715055972337723,-0.058170147240161896,-0.041788406670093536,-0.03201252967119217,0.0006056055426597595,-0.07040863484144211,-0.012127794325351715,-0.1419014111161232,0.004137955605983734,-0.03771127015352249,0.007158778607845306,-0.03954974561929703,0.05051287263631821,-0.07124096900224686,0.03884195536375046,-0.13990245014429092,0.043046705424785614,-0.04114881902933121,0.046465568244457245,-0.035244591534137726,0.10561823099851608,-0.06895414739847183,0.08560662716627121,-0.12859699875116348,0.0816875621676445,-0.058377332985401154,0.08674096316099167,-0.04017303138971329,a
